borrower_id,period,region,employment_status,loan_purpose,home_ownership,annual_income,loan_amount,debt_to_income,credit_score,credit_utilization,past_due_count,credit_inquiries,months_since_last_delinquency,employment_years,account_age_months,num_open_accounts,default
B002070,Development,Ontario,Employed,Personal,Mortgage,61971.33,69500.89,0.4293,701.0,0.3851,0,3,1.7,9.7,300.0,10,0
B002071,OOT,British Columbia,Employed,Debt consolidation,Mortgage,58703.47,51123.93,0.4408,682.0,0.6838,1,5,32.2,1.3,149.7,5,0
B002072,Development,British Columbia,Employed,Debt consolidation,Mortgage,87815.32,22063.1,0.099,759.0,0.7263,0,3,58.0,0.3,36.1,6,0
B002073,Development,Quebec,Employed,Debt consolidation,Own,117593.5,22888.05,0.4946,708.0,0.134,1,0,25.4,2.3,8.4,3,0
B002074,Development,Ontario,Employed,Home improvement,Mortgage,76807.94,52898.04,0.1097,711.0,0.6451,0,3,96.0,0.5,9.0,8,0
B002075,OOT,British Columbia,Employed,Education,Other,59725.35,25005.15,0.05,722.0,0.4746,0,1,4.4,2.0,71.1,7,0
B002076,Development,Ontario,Employed,Personal,Mortgage,57507.51,34118.35,0.0688,735.0,0.496,0,1,4.0,0.1,73.7,6,0
B002077,Development,Ontario,Employed,Home improvement,Mortgage,117092.42,10667.42,0.299,714.0,0.7033,2,3,25.1,19.4,8.3,4,0
B002078,Development,Quebec,Part-time,Debt consolidation,Rent,58099.23,8744.38,0.1054,564.0,0.5842,0,2,23.4,3.7,50.5,12,0
B002079,OOT,Alberta,Unemployed,Home improvement,Rent,82910.64,22385.37,0.4247,589.0,0.5659,0,2,12.4,2.8,5.1,4,0
B002080,Development,Alberta,Self-employed,Debt consolidation,Mortgage,77539.1,32718.69,0.1796,651.0,0.3401,2,3,27.0,2.2,13.7,15,0
B002081,OOT,Ontario,Employed,Debt consolidation,Rent,82210.4,47229.69,0.4109,674.0,0.671,0,6,24.9,0.0,121.0,4,0
B002082,OOT,Ontario,Employed,Home improvement,Mortgage,115944.98,14425.52,0.532,772.0,0.2131,0,0,11.8,2.7,59.6,4,0
B002083,OOT,Ontario,Employed,Auto,Mortgage,120480.0,23688.52,0.3623,534.0,0.5416,0,0,22.2,1.6,132.0,5,0
B002084,OOT,Ontario,Employed,Personal,Own,56400.78,17492.6,0.2955,680.0,0.7083,0,3,35.6,13.0,9.3,2,0
B002085,Development,Alberta,Self-employed,Debt consolidation,Other,43501.09,25273.49,0.475,514.0,0.2741,0,2,8.6,2.9,66.0,3,1
B002086,Development,Ontario,Employed,Education,Rent,114606.59,19938.28,0.4369,621.0,0.6314,2,3,6.1,10.8,108.1,7,0
B002087,OOT,British Columbia,Self-employed,Auto,Mortgage,52482.59,20846.29,0.3417,704.0,0.4974,0,6,39.2,3.6,15.6,3,0
B002088,Development,British Columbia,Employed,Education,Rent,55575.74,13722.43,0.0822,685.0,0.5157,0,4,6.1,19.9,82.9,6,0
B002089,Development,Alberta,Employed,Education,Rent,125275.82,22742.24,0.2194,627.0,0.4082,0,2,3.8,5.0,53.8,10,0
B002090,Development,Alberta,Self-employed,Debt consolidation,Mortgage,,15436.36,0.2911,634.0,0.6604,0,1,31.4,9.4,117.7,2,0
B002091,OOT,Quebec,Self-employed,Debt consolidation,Mortgage,54319.08,26764.16,0.0634,725.0,0.1261,0,1,33.4,4.7,59.9,2,0
B002092,Development,Ontario,Employed,Home improvement,Rent,59270.22,19193.87,0.4188,515.0,0.1972,1,2,59.3,4.7,28.3,6,0
B002093,Development,Alberta,Employed,Home improvement,Mortgage,82552.41,21010.47,0.2461,685.0,0.4128,0,0,1.5,1.6,3.9,5,0
B002094,OOT,Ontario,Part-time,Auto,Rent,42841.14,30800.7,0.2978,604.0,0.7292,0,1,17.0,7.2,178.0,4,0
B002095,Development,Ontario,Employed,Personal,Mortgage,56550.23,23138.98,0.3461,735.0,0.3028,2,1,8.0,4.2,32.9,6,0
B002096,Development,Ontario,Employed,Home improvement,Other,76384.95,20143.72,0.1181,571.0,0.4233,0,2,2.3,2.4,58.1,6,0
B002097,Development,British Columbia,Employed,Debt consolidation,Mortgage,80491.55,26690.88,0.1488,667.0,0.1461,0,1,48.0,0.6,4.4,4,0
B002098,Development,Ontario,Employed,Debt consolidation,Own,49569.48,23200.0,0.1545,597.0,0.4374,1,5,18.2,0.8,68.3,4,0
B002099,Development,Ontario,Employed,Personal,Mortgage,80714.31,17467.9,0.39,658.0,0.3343,0,2,50.0,0.4,123.9,8,0
B002100,Development,Quebec,Employed,Auto,Rent,59123.8,24948.53,0.3393,684.0,0.3435,1,5,56.1,0.8,8.5,8,0
B002101,OOT,Ontario,Employed,Auto,Mortgage,159868.61,25472.46,0.2182,650.0,0.0941,0,1,9.1,0.3,11.6,5,0
B002102,Development,Other,Employed,Debt consolidation,Own,52739.82,57706.2,0.2871,790.0,0.6445,3,2,24.1,5.1,53.7,6,0
B002103,Development,Ontario,Employed,Auto,Rent,109816.09,43024.34,0.6377,774.0,0.508,0,1,96.0,10.1,3.0,7,0
B002104,Development,Ontario,Employed,Personal,Mortgage,78452.07,17568.82,0.4008,689.0,0.5275,0,3,18.5,16.1,5.1,4,0
B002105,Development,Alberta,Employed,Home improvement,Rent,64782.35,16246.13,0.2053,678.0,0.6015,2,4,13.2,2.9,85.0,6,0
B002106,Development,Ontario,Employed,Debt consolidation,Rent,53289.19,63858.18,0.5664,673.0,0.6516,0,1,19.5,11.2,54.7,4,0
B002107,OOT,British Columbia,Employed,Debt consolidation,Own,75658.25,22698.57,0.1374,798.0,0.0526,1,1,7.8,11.7,53.2,1,0
B002108,OOT,Quebec,Unemployed,Auto,Mortgage,103748.54,22803.02,0.5428,657.0,0.141,1,1,26.2,4.3,58.4,5,0
B002109,Development,Ontario,Self-employed,Personal,Rent,70562.63,13470.06,0.2221,684.0,0.2895,0,1,2.0,1.0,47.7,4,0
B002110,Development,Ontario,Unemployed,Debt consolidation,Mortgage,69657.28,45414.36,0.4325,698.0,0.4488,1,1,21.9,7.6,55.7,3,0
B002111,Development,British Columbia,Employed,Personal,Mortgage,70045.4,29648.99,0.2385,671.0,0.284,0,2,60.3,4.2,28.2,4,0
B002112,OOT,Alberta,Employed,Debt consolidation,Own,129731.03,11532.18,0.6235,726.0,0.7115,1,2,56.5,4.3,46.0,3,0
B002113,Development,Alberta,Employed,Home improvement,Own,69751.96,21955.19,0.1595,795.0,0.59,1,0,8.6,9.7,177.3,6,0
B002114,Development,Alberta,Employed,Auto,Rent,61310.91,17622.87,0.3979,666.0,0.3716,3,1,3.8,6.5,40.9,6,0
B002115,OOT,Alberta,Self-employed,Personal,Mortgage,40610.55,16595.44,0.2257,760.0,0.5137,0,2,61.5,4.7,153.5,4,0
B002116,Development,British Columbia,Employed,Personal,Mortgage,78256.49,29306.74,0.1179,558.0,0.3183,1,1,3.5,3.7,7.2,4,0
B002117,OOT,British Columbia,Part-time,Personal,Own,173037.91,29760.94,0.1407,587.0,0.1825,0,2,59.1,0.9,7.0,7,0
B002118,OOT,Ontario,Self-employed,Debt consolidation,Mortgage,93679.74,29686.47,0.2169,676.0,0.2112,1,2,50.2,13.2,34.6,8,0
B002119,OOT,Ontario,Employed,Personal,Rent,101254.59,21516.47,0.4437,739.0,0.3416,0,2,6.1,0.5,3.0,6,0
B002120,Development,Other,Self-employed,Personal,Mortgage,120510.06,46116.35,0.05,667.0,0.3071,1,2,42.9,8.7,33.4,10,0
B002121,Development,Alberta,Employed,Debt consolidation,Rent,57403.52,20723.83,0.2771,657.0,0.4312,1,2,7.0,5.0,33.5,7,0
B002122,Development,British Columbia,Employed,Auto,Other,78742.53,40105.82,0.1354,618.0,0.3764,0,2,71.2,0.9,48.8,2,0
B002123,Development,Ontario,Part-time,Debt consolidation,Rent,58326.11,22991.87,0.3022,556.0,0.8665,2,3,48.5,0.7,59.7,6,1
B002124,Development,Ontario,Part-time,Auto,Rent,40569.81,26815.52,0.365,563.0,0.6653,3,2,16.8,0.2,117.1,2,1
B002125,OOT,Alberta,Self-employed,Education,Own,94721.79,20191.25,0.3809,734.0,0.4765,0,2,26.9,19.5,29.2,9,0
B002126,OOT,Alberta,Employed,Debt consolidation,Own,172855.23,50547.08,0.4226,726.0,0.2992,2,3,14.5,1.5,51.8,10,0
B002127,Development,Other,Employed,Debt consolidation,Mortgage,45587.26,26274.31,0.0735,660.0,0.3052,1,0,8.1,2.4,4.5,5,0
B002128,OOT,Alberta,Employed,Auto,Own,68063.25,30460.0,0.1263,727.0,0.4247,1,2,56.3,1.8,51.0,5,0
B002129,Development,Quebec,Employed,Debt consolidation,Rent,30299.14,18500.73,0.057,690.0,0.1685,2,4,55.3,0.0,109.1,6,0
B002130,OOT,Ontario,Unemployed,Debt consolidation,Own,79271.71,14549.67,0.3469,679.0,0.1822,1,1,42.6,1.0,85.0,7,0
B002131,Development,Ontario,Employed,Debt consolidation,Own,108223.16,28553.53,0.4015,725.0,0.6158,1,0,12.5,9.9,42.1,2,0
B002132,Development,Alberta,Employed,Auto,Rent,52259.08,29893.36,0.1948,683.0,0.525,0,1,8.3,1.3,9.8,7,0
B002133,Development,Alberta,Self-employed,Auto,Other,81950.95,39625.7,0.4923,700.0,0.2624,1,1,62.2,2.9,103.0,3,0
B002134,Development,Other,Employed,Debt consolidation,Rent,116770.42,18034.6,0.149,654.0,0.312,1,4,0.4,15.2,3.0,4,0
B002135,Development,Ontario,Unemployed,Auto,Mortgage,66938.96,14528.76,0.2813,672.0,0.3067,0,1,4.9,12.2,16.6,7,0
B002136,OOT,Quebec,Employed,Home improvement,Rent,93260.52,42432.12,0.3178,646.0,0.6604,0,2,23.0,1.9,3.0,9,0
B002137,Development,Ontario,Self-employed,Education,Rent,88559.23,54449.14,0.2817,775.0,0.3368,0,2,20.2,3.8,300.0,5,0
B002138,Development,Quebec,Employed,Personal,Own,134470.26,21965.13,0.1439,588.0,0.6263,1,3,48.5,3.0,121.3,3,0
B002139,OOT,Quebec,Self-employed,Auto,Rent,61368.34,59286.8,0.4189,664.0,0.1601,1,2,26.3,6.9,91.0,10,0
B002140,Development,British Columbia,Employed,Debt consolidation,Mortgage,65437.97,15733.47,0.1273,569.0,0.3474,0,0,29.4,4.7,83.1,6,0
B002141,Development,Ontario,Employed,Personal,Rent,37827.3,22660.04,0.2278,675.0,0.4143,3,2,1.3,1.7,20.9,12,0
B002142,Development,Ontario,Employed,Personal,Own,39848.79,16315.83,0.5006,607.0,0.1978,0,0,42.8,6.0,16.0,2,0
B002143,Development,Other,Employed,Education,Mortgage,110633.11,34979.84,0.3706,688.0,0.6533,1,3,29.4,1.0,4.1,5,0
B002144,Development,Ontario,Employed,Personal,Rent,56555.39,35560.21,0.3428,788.0,0.8516,2,1,42.7,2.0,24.7,5,0
B002145,Development,Ontario,Employed,Auto,Rent,,49278.08,0.2399,667.0,0.2924,1,3,41.9,7.6,56.3,6,0
B002146,Development,Quebec,Employed,Debt consolidation,Mortgage,61976.77,25273.27,0.1591,706.0,0.772,0,1,54.0,1.7,6.4,4,0
B002147,Development,Ontario,Employed,Debt consolidation,Mortgage,93363.78,33820.58,0.3201,614.0,0.3121,1,3,12.7,2.0,154.6,8,0
B002148,Development,Ontario,Employed,Personal,Mortgage,117390.16,17896.04,0.3886,661.0,0.4345,2,1,6.2,0.1,25.9,6,0
B002149,Development,British Columbia,Employed,Debt consolidation,Mortgage,78506.74,14988.68,0.2897,674.0,0.4288,1,1,15.2,1.8,19.3,7,0
B002150,Development,Quebec,Employed,Auto,Rent,128471.38,9609.12,0.1594,733.0,0.6247,1,2,14.8,13.1,59.6,5,0
B002151,OOT,Alberta,Employed,Debt consolidation,Rent,59991.53,16853.33,0.2344,,0.3444,0,1,15.7,0.3,43.2,8,0
B002152,Development,British Columbia,Employed,Home improvement,Mortgage,42017.53,73162.47,0.5594,628.0,0.4018,0,2,25.3,1.0,53.6,3,0
B002153,Development,Ontario,Part-time,Debt consolidation,Mortgage,111032.14,17184.69,0.0901,734.0,0.3543,2,2,13.5,7.2,3.0,6,0
B002154,Development,British Columbia,Employed,Auto,Mortgage,60078.77,50420.14,0.2757,621.0,0.4091,1,3,0.2,14.8,20.5,4,0
B002155,Development,Ontario,Employed,Home improvement,Rent,56240.9,30045.71,0.5353,613.0,0.2319,1,2,75.9,34.3,191.1,4,0
B002156,OOT,Alberta,Part-time,Personal,Own,46858.44,49536.08,0.0934,731.0,0.3667,0,2,3.3,7.7,72.6,5,0
B002157,Development,Ontario,Employed,Debt consolidation,Mortgage,59760.29,35241.26,0.3167,699.0,0.1796,0,2,25.0,3.8,38.2,6,0
B002158,Development,Ontario,Employed,Personal,Rent,80604.85,31073.84,0.4007,710.0,0.1977,2,3,32.4,9.8,20.4,4,0
B002159,Development,British Columbia,Self-employed,Auto,Own,80271.67,29005.92,0.2302,509.0,0.6742,1,2,47.2,1.4,8.9,12,0
B002160,Development,Quebec,Employed,Education,Rent,43511.24,18076.15,0.143,699.0,0.2177,2,2,2.7,25.9,93.7,9,0
B002161,Development,British Columbia,Self-employed,Debt consolidation,Rent,121392.84,22370.86,0.05,586.0,0.3494,1,2,22.3,9.9,3.0,8,0
B002162,Development,Other,Employed,Debt consolidation,Mortgage,60259.27,8941.76,0.256,631.0,0.4558,1,3,4.8,0.1,5.5,5,0
B002163,OOT,British Columbia,Part-time,Education,Rent,42388.96,17455.0,0.4427,740.0,0.3449,0,2,29.8,5.8,64.0,10,0
B002164,Development,Ontario,Part-time,Auto,Rent,64167.43,9762.08,0.3434,740.0,0.2708,3,4,18.7,3.9,65.2,3,0
B002165,Development,Alberta,Employed,Debt consolidation,Rent,54574.65,18826.75,0.207,678.0,0.4434,0,2,11.2,2.4,25.3,7,0
B002166,Development,Alberta,Employed,Auto,Mortgage,39247.26,21258.74,0.2795,716.0,0.5248,0,0,17.8,3.5,49.2,3,0
B002167,Development,British Columbia,Self-employed,Auto,Rent,33809.51,84219.63,0.1612,791.0,0.4991,0,0,11.1,1.5,176.5,7,0
B002168,Development,British Columbia,Employed,Debt consolidation,Rent,107090.83,27793.87,0.2844,675.0,0.4972,0,0,84.5,0.2,38.4,9,0
B002169,Development,British Columbia,Employed,Auto,Mortgage,54526.78,19363.65,0.1549,712.0,0.264,0,4,7.2,29.4,17.0,8,0
B002170,Development,Ontario,Self-employed,Auto,Rent,51795.5,23313.07,0.2247,712.0,0.6147,1,0,2.8,1.0,3.0,6,0
B002171,Development,Ontario,Unemployed,Debt consolidation,Other,146194.42,29478.37,0.1545,657.0,0.2747,0,4,16.0,25.6,137.5,3,0
B002172,OOT,Other,Self-employed,Personal,Rent,56066.45,16211.17,0.2228,617.0,0.3158,0,2,77.9,0.6,108.0,5,0
B002173,OOT,British Columbia,Part-time,Home improvement,Other,66592.9,30070.63,0.6812,752.0,0.3906,3,1,17.4,11.0,12.3,5,0
B002174,Development,Ontario,Employed,Home improvement,Mortgage,89653.76,24981.68,0.1784,735.0,0.1538,0,1,35.6,3.2,27.3,7,0
B002175,OOT,Ontario,Employed,Debt consolidation,Other,44355.94,39403.49,0.6274,704.0,0.4695,1,1,1.3,8.9,30.1,5,0
B002176,OOT,Ontario,Employed,Education,Other,86287.13,30318.53,0.3877,739.0,0.1021,1,2,3.0,6.2,3.0,3,0
B002177,OOT,Alberta,Employed,Auto,Mortgage,48186.83,15859.37,0.4526,689.0,0.0413,1,1,13.6,5.7,45.5,8,0
B002178,OOT,Alberta,Unemployed,Debt consolidation,Rent,44148.52,27967.45,0.5883,,0.4481,1,3,1.1,1.8,24.4,4,0
B002179,Development,Alberta,Part-time,Debt consolidation,Mortgage,77249.52,9915.37,0.1903,697.0,0.2886,0,0,9.0,9.3,3.0,8,0
B002180,Development,British Columbia,Employed,Debt consolidation,Mortgage,85459.41,29103.17,0.1433,577.0,0.1999,0,2,43.1,5.6,145.9,8,0
B002181,Development,Ontario,Self-employed,Debt consolidation,Rent,68881.07,25402.0,0.1897,749.0,0.6327,2,2,34.1,0.2,84.7,5,0
B002182,Development,Ontario,Employed,Personal,Mortgage,49035.97,21236.18,0.554,605.0,0.3736,1,3,10.2,1.8,41.0,3,0
B002183,Development,British Columbia,Employed,Education,Mortgage,48263.48,16712.53,0.5041,624.0,0.4968,1,1,3.4,13.6,28.3,5,0
B002184,Development,Quebec,Self-employed,Auto,Mortgage,62453.92,20124.44,0.5013,746.0,0.197,0,2,2.1,5.6,3.0,4,0
B002185,Development,Alberta,Employed,Personal,Mortgage,62258.88,18333.9,0.192,654.0,0.3331,0,1,7.1,3.9,9.3,10,0
B002186,Development,British Columbia,Unemployed,Home improvement,Rent,67874.1,25223.63,0.2818,702.0,0.0601,1,1,22.8,5.1,58.4,4,0
B002187,OOT,British Columbia,Employed,Home improvement,Mortgage,69936.01,28281.66,0.2295,709.0,0.206,0,0,2.2,4.7,15.0,6,0
B002188,Development,British Columbia,Employed,Personal,Own,50856.75,22344.09,0.4169,758.0,0.3111,1,0,23.4,3.7,23.7,6,0
B002189,Development,British Columbia,Employed,Debt consolidation,Own,113619.89,37113.4,0.6175,,0.3128,0,0,30.5,3.1,36.2,6,0
B002190,OOT,Alberta,Employed,Education,Rent,70379.25,24581.75,0.1555,615.0,0.1418,1,2,24.6,2.3,3.0,4,0
B002191,OOT,Ontario,Unemployed,Personal,Mortgage,86726.12,22460.82,0.05,762.0,0.1706,2,2,23.0,6.8,182.1,6,0
B002192,Development,Ontario,Self-employed,Debt consolidation,Rent,97303.59,18299.68,0.3592,578.0,0.3448,1,4,8.4,2.8,14.7,7,0
B002193,Development,Ontario,Employed,Debt consolidation,Mortgage,42190.67,17581.45,0.1616,681.0,0.1205,0,1,10.7,1.2,13.6,8,0
B002194,OOT,Quebec,Employed,Debt consolidation,Rent,90980.8,37314.12,0.3527,818.0,0.0693,2,3,31.9,2.6,40.7,5,0
B002195,Development,Ontario,Employed,Personal,Mortgage,64360.95,30223.32,0.251,665.0,0.5656,2,1,21.4,6.4,65.8,5,0
B002196,Development,Ontario,Self-employed,Debt consolidation,Mortgage,58348.12,18712.86,0.3348,679.0,0.9299,0,1,16.0,2.6,300.0,5,0
B002197,Development,British Columbia,Self-employed,Personal,Rent,141726.67,12484.84,0.1614,668.0,0.1143,0,1,5.3,5.2,76.3,4,0
B002198,OOT,Quebec,Employed,Personal,Own,89536.82,10426.66,0.0927,778.0,0.5839,0,0,96.0,0.9,13.1,7,0
B002199,Development,Ontario,Employed,Education,Mortgage,161809.62,26462.15,0.3291,771.0,0.0615,0,3,10.4,7.5,21.3,6,0
B002200,Development,British Columbia,Employed,Education,Mortgage,69989.32,34047.29,0.242,743.0,0.4044,0,1,1.0,1.1,59.8,5,0
B002201,Development,British Columbia,Employed,Debt consolidation,Rent,51736.7,30133.67,0.1783,663.0,0.4036,0,2,19.2,2.6,74.2,6,0
B002202,Development,Alberta,Part-time,Auto,Mortgage,51662.05,43835.53,0.1629,606.0,0.5162,2,2,12.4,2.1,31.2,6,0
B002203,Development,British Columbia,Employed,Auto,Rent,58659.68,21763.97,0.1209,736.0,0.0646,1,3,3.5,2.3,186.5,10,0
B002204,OOT,Alberta,Part-time,Auto,Mortgage,146672.17,35589.13,0.6203,624.0,0.3653,0,3,,7.0,18.4,6,0
B002205,Development,Ontario,Employed,Education,Rent,60390.42,14472.09,0.0715,744.0,0.4815,1,4,11.5,11.4,7.8,5,0
B002206,Development,Ontario,Self-employed,Education,Rent,73691.45,20819.99,0.1071,696.0,0.5506,0,1,5.3,4.0,27.6,4,0
B002207,Development,Alberta,Employed,Debt consolidation,Mortgage,65380.73,23848.43,0.2196,640.0,0.5562,2,4,1.6,0.9,19.7,7,1
B002208,OOT,Ontario,Part-time,Home improvement,Own,108131.74,26175.05,0.2175,850.0,0.5811,1,0,27.6,1.2,19.3,8,0
B002209,Development,Other,Self-employed,Debt consolidation,Mortgage,81061.4,30040.31,0.153,623.0,0.44,0,2,16.6,0.1,17.0,5,0
B002210,Development,Ontario,Employed,Personal,Rent,78497.86,15237.82,0.1793,600.0,0.2838,3,3,48.0,1.3,59.6,3,0
B002211,Development,Alberta,Employed,Debt consolidation,Other,110602.99,14181.91,0.615,518.0,0.5907,3,2,6.7,0.8,3.0,5,0
B002212,Development,British Columbia,Employed,Auto,Own,58625.83,13063.4,0.0766,747.0,0.3114,2,2,10.6,2.9,24.1,5,0
B002213,Development,Alberta,Self-employed,Home improvement,Rent,96730.9,12522.15,0.3224,696.0,0.6549,0,0,12.8,5.3,3.0,9,0
B002214,OOT,British Columbia,Self-employed,Auto,Rent,46501.54,18102.82,0.0801,734.0,0.4974,1,1,3.6,2.2,12.0,6,0
B002215,OOT,Ontario,Employed,Home improvement,Rent,46612.12,37324.75,0.1751,841.0,0.4509,0,1,27.3,6.5,35.6,7,0
B002216,Development,Ontario,Self-employed,Debt consolidation,Mortgage,52508.93,28106.9,0.3736,608.0,0.6163,1,2,9.9,,208.4,6,1
B002217,Development,Other,Employed,Home improvement,Mortgage,67605.08,13360.81,0.2935,744.0,0.6696,0,1,4.4,,32.0,7,0
B002218,Development,British Columbia,Employed,Home improvement,Own,124174.95,14327.84,0.3724,703.0,0.6156,1,4,20.1,3.6,36.5,11,0
B002219,Development,Alberta,Employed,Auto,Rent,75897.56,31670.53,0.0957,610.0,0.7609,0,1,17.3,35.0,7.1,4,0
B002220,Development,Alberta,Self-employed,Personal,Mortgage,111683.15,20528.79,0.4339,792.0,0.2609,0,2,68.4,0.3,89.4,8,0
B002221,Development,British Columbia,Employed,Education,Mortgage,128236.09,31753.28,0.3162,737.0,0.5171,0,2,15.4,2.5,65.3,6,0
B002222,Development,Ontario,Self-employed,Auto,Mortgage,62773.02,33124.28,0.3067,695.0,0.3271,0,4,9.1,0.1,127.1,4,0
B002223,OOT,Quebec,Employed,Home improvement,Mortgage,99386.9,26632.88,0.4477,663.0,0.2982,1,0,1.8,6.5,3.0,6,0
B002224,OOT,Alberta,Self-employed,Home improvement,Rent,47772.12,16428.59,0.4979,709.0,0.0521,0,2,8.2,7.6,84.8,8,0
B002225,Development,Ontario,Part-time,Debt consolidation,Mortgage,171924.31,38849.11,0.401,772.0,0.6711,1,4,6.8,6.3,58.1,10,0
B002226,Development,Other,Employed,Personal,Mortgage,88489.58,37432.49,0.2072,829.0,0.4896,0,1,1.3,1.0,36.4,7,0
B002227,Development,Quebec,Employed,Debt consolidation,Rent,62805.29,33123.65,0.2553,613.0,0.4709,2,2,37.2,8.0,35.5,4,0
B002228,Development,British Columbia,Employed,Auto,Mortgage,93216.48,40570.32,0.2069,768.0,0.5449,0,2,61.7,3.6,24.6,11,0
B002229,OOT,Ontario,Employed,Debt consolidation,Rent,120856.37,45784.52,0.3166,458.0,0.252,0,0,29.5,6.0,61.1,8,0
B002230,Development,Quebec,Employed,Debt consolidation,Mortgage,84819.86,14024.8,0.361,842.0,0.313,3,2,10.3,1.2,265.0,2,0
B002231,Development,Alberta,Employed,Home improvement,Own,104912.53,18568.89,0.3931,612.0,0.1927,1,1,46.2,0.5,14.6,7,0
B002232,Development,Alberta,Employed,Auto,Mortgage,65348.67,30213.08,0.1779,743.0,0.3172,2,4,45.7,1.6,38.0,5,0
B002233,Development,Ontario,Employed,Education,Rent,155557.22,27626.9,0.464,721.0,0.2853,1,2,30.4,31.5,67.9,6,0
B002234,OOT,Ontario,Employed,Auto,Own,63740.22,23222.77,0.1853,652.0,0.295,0,2,41.4,2.5,205.5,8,0
B002235,Development,Other,Employed,Debt consolidation,Rent,82631.0,26416.51,0.1907,589.0,0.0812,2,1,15.1,6.5,23.9,3,0
B002236,Development,Alberta,Employed,Home improvement,Mortgage,42967.01,19118.72,0.104,627.0,0.1735,1,3,30.6,0.1,69.1,6,0
B002237,OOT,British Columbia,Employed,Auto,Other,83720.96,12364.03,0.0592,799.0,0.7372,1,1,2.8,1.4,34.9,6,0
B002238,Development,Ontario,Employed,Education,Rent,38902.41,20702.97,0.1743,624.0,0.0441,1,1,18.1,0.5,155.6,7,0
B002239,Development,Ontario,Employed,Personal,Rent,83127.85,31802.36,0.1665,751.0,0.4182,2,5,53.7,0.3,52.7,6,0
B002240,Development,Other,Self-employed,Debt consolidation,Own,48040.15,63611.69,0.4035,699.0,0.1336,0,5,11.1,4.0,66.5,8,0
B002241,Development,Alberta,Part-time,Debt consolidation,Mortgage,39061.98,25967.4,0.3034,603.0,0.587,0,0,3.6,0.9,3.1,10,0
B002242,Development,British Columbia,Self-employed,Debt consolidation,Mortgage,90448.88,25480.9,0.5231,591.0,0.3846,1,1,3.7,2.5,10.3,6,0
B002243,OOT,British Columbia,Employed,Personal,Mortgage,97031.54,10004.52,0.3132,534.0,0.4331,2,1,4.3,1.9,21.8,3,0
B002244,Development,Alberta,Employed,Personal,Rent,114804.5,36802.64,0.2745,668.0,0.0547,4,1,1.5,6.3,82.3,4,0
B002245,Development,Ontario,Self-employed,Debt consolidation,Other,88375.67,26069.5,0.4097,713.0,0.9278,1,0,28.1,1.5,281.3,4,0
B002246,Development,Ontario,Employed,Debt consolidation,Rent,55286.14,24566.29,0.2069,690.0,0.5074,1,2,20.5,0.6,10.0,10,0
B002247,Development,Ontario,Part-time,Auto,Rent,90326.07,45502.54,0.3327,850.0,0.4315,1,0,4.4,2.2,41.0,6,0
B002248,Development,Quebec,Employed,Debt consolidation,Rent,68530.49,33941.66,0.2869,590.0,0.126,3,3,3.7,12.4,4.5,8,0
B002249,OOT,Quebec,Part-time,Home improvement,Rent,122983.2,25347.39,0.2069,602.0,0.4717,0,1,19.7,2.2,142.2,4,0
B002250,Development,British Columbia,Unemployed,Auto,Own,71023.42,47236.53,0.2767,562.0,0.1977,0,2,10.7,9.3,7.4,2,0
B002251,Development,Ontario,Self-employed,Auto,Mortgage,104300.09,18142.95,0.4703,669.0,0.5233,0,3,29.1,10.9,114.5,4,0
B002252,Development,Ontario,Part-time,Debt consolidation,Own,52935.39,19882.12,0.1766,728.0,0.5256,0,2,8.2,5.3,62.9,7,0
B002253,Development,Alberta,Employed,Debt consolidation,Own,104897.96,48952.27,0.1187,671.0,0.218,1,1,32.0,1.3,33.0,4,0
B002254,Development,Quebec,Employed,Home improvement,Mortgage,77046.64,47646.18,0.0726,680.0,0.6841,1,1,24.1,3.6,40.6,5,0
B002255,Development,British Columbia,Employed,Auto,Rent,135424.3,25266.41,0.5228,767.0,0.0217,1,0,59.4,1.1,100.7,6,0
B002256,Development,Ontario,Part-time,Auto,Rent,86074.49,16932.64,0.461,587.0,0.2273,0,1,69.8,17.4,31.0,5,0
B002257,Development,British Columbia,Employed,Debt consolidation,Own,82828.67,17604.38,0.2617,706.0,0.5538,1,4,5.2,4.0,3.0,3,0
B002258,Development,Ontario,Employed,Personal,Mortgage,74518.55,31023.35,0.215,791.0,0.5916,1,1,25.6,,112.1,4,0
B002259,OOT,Ontario,Employed,Education,Mortgage,84307.29,21516.96,0.4325,725.0,0.4868,1,2,46.6,0.5,3.0,8,0
B002260,Development,Alberta,Employed,Debt consolidation,Mortgage,77251.1,38927.13,0.1006,679.0,0.2749,0,1,3.8,3.2,66.7,4,0
B002261,Development,British Columbia,Employed,Debt consolidation,Rent,48218.59,19931.28,0.1909,610.0,0.1765,2,0,37.0,22.2,26.5,2,0
B002262,Development,Quebec,Self-employed,Debt consolidation,Rent,59208.2,28745.47,0.4449,638.0,0.4223,0,2,20.6,10.6,17.1,9,0
B002263,Development,Other,Employed,Auto,Rent,68572.66,33461.79,0.1663,723.0,0.2811,2,3,10.4,2.2,37.9,3,0
B002264,Development,Other,Self-employed,Auto,Own,67097.28,39209.02,0.4022,726.0,0.15,1,4,7.1,0.2,67.3,4,1
B002265,OOT,Alberta,Employed,Debt consolidation,Other,56067.25,6977.95,0.248,702.0,0.6497,1,1,36.9,2.9,72.7,9,0
